This is Ipopt version 3.14.11, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    28170
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:    17180

Total number of variables............................:     5278
                     variables with only lower bounds:      990
                variables with lower and upper bounds:     4288
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4248
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 607  2.6402106e-02 3.77e-05 2.04e-06  -7.0 7.25e-04  -2.6 1.00e+00 1.00e+00h  1
 608  2.6402105e-02 5.31e-06 2.04e-06  -7.0 2.72e-04  -2.1 1.00e+00 1.00e+00h  1
 609  2.6402091e-02 4.32e-04 2.04e-06  -7.0 2.46e-03  -3.1 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 610  2.6402090e-02 9.92e-07 2.04e-06  -7.0 1.15e-04  -1.8 1.00e+00 1.00e+00h  1
 611  2.6402088e-02 8.59e-06 2.04e-06  -7.0 3.46e-04  -2.2 1.00e+00 1.00e+00h  1
 612  2.6402088e-02 1.21e-06 2.04e-06  -7.0 1.30e-04  -1.8 1.00e+00 1.00e+00h  1
 613  2.6402085e-02 1.09e-05 2.04e-06  -7.0 3.89e-04  -2.3 1.00e+00 1.00e+00h  1
 614  2.6402066e-02 8.90e-04 2.05e-06  -7.0 3.52e-03  -3.2 1.00e+00 1.00e+00h  1
 615  2.6402065e-02 2.08e-06 2.05e-06  -7.0 1.65e-04  -1.9 1.00e+00 1.00e+00h  1
 616  2.6402057e-02 1.60e-04 2.06e-06  -7.0 1.49e-03  -2.9 1.00e+00 1.00e+00h  1
 617  2.6402054e-02 2.26e-05 2.06e-06  -7.0 5.58e-04  -2.4 1.00e+00 1.00e+00h  1
 618  2.6402053e-02 3.18e-06 2.06e-06  -7.0 2.09e-04  -2.0 1.00e+00 1.00e+00h  1
 619  2.6402043e-02 2.59e-04 2.07e-06  -7.0 1.89e-03  -3.0 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 620  2.6402031e-02 3.30e-04 2.07e-06  -7.0 2.13e-03  -3.0 1.00e+00 1.00e+00h  1
 621  2.6402027e-02 4.68e-05 2.07e-06  -7.0 8.00e-04  -2.6 1.00e+00 1.00e+00h  1
 622  2.6402023e-02 5.92e-05 2.08e-06  -7.0 9.01e-04  -2.6 1.00e+00 1.00e+00h  1
 623  2.6402017e-02 7.53e-05 2.08e-06  -7.0 1.01e-03  -2.7 1.00e+00 1.00e+00h  1
 624  2.6402011e-02 9.57e-05 2.08e-06  -7.0 1.14e-03  -2.7 1.00e+00 1.00e+00h  1
 625  2.6402009e-02 1.35e-05 2.08e-06  -7.0 4.29e-04  -2.3 1.00e+00 1.00e+00h  1
 626  2.6402002e-02 1.22e-04 2.09e-06  -7.0 1.29e-03  -2.8 1.00e+00 1.00e+00h  1
 627  2.6402000e-02 1.72e-05 2.09e-06  -7.0 4.84e-04  -2.4 1.00e+00 1.00e+00h  1
 628  2.6401999e-02 2.42e-06 2.09e-06  -7.0 1.81e-04  -1.9 1.00e+00 1.00e+00h  1
 629  2.6401996e-02 2.18e-05 2.09e-06  -7.0 5.45e-04  -2.4 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 630  2.6401995e-02 3.07e-06 2.09e-06  -7.0 2.04e-04  -2.0 1.00e+00 1.00e+00h  1
 631  2.6401986e-02 2.50e-04 2.10e-06  -7.0 1.84e-03  -2.9 1.00e+00 1.00e+00h  1
 632  2.6401976e-02 3.19e-04 2.10e-06  -7.0 2.08e-03  -3.0 1.00e+00 1.00e+00h  1
 633  2.6401964e-02 4.08e-04 2.11e-06  -7.0 2.35e-03  -3.0 1.00e+00 1.00e+00h  1
 634  2.6401951e-02 5.21e-04 2.11e-06  -7.0 2.65e-03  -3.1 1.00e+00 1.00e+00h  1
 635  2.6401946e-02 7.40e-05 2.12e-06  -7.0 9.94e-04  -2.7 1.00e+00 1.00e+00h  1
 636  2.6401941e-02 9.36e-05 2.12e-06  -7.0 1.12e-03  -2.7 1.00e+00 1.00e+00h  1
 637  2.6401939e-02 1.32e-05 2.12e-06  -7.0 4.20e-04  -2.3 1.00e+00 1.00e+00h  1
 638  2.6401921e-02 1.08e-03 2.13e-06  -7.0 3.80e-03  -3.3 1.00e+00 1.00e+00h  1
 639  2.6401920e-02 2.54e-06 2.13e-06  -7.0 1.78e-04  -1.9 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 640  2.6401913e-02 1.94e-04 2.14e-06  -7.0 1.61e-03  -2.9 1.00e+00 1.00e+00h  1
 641  2.6401910e-02 2.75e-05 2.14e-06  -7.0 6.03e-04  -2.5 1.00e+00 1.00e+00h  1
 642  2.6401909e-02 3.87e-06 2.14e-06  -7.0 2.26e-04  -2.0 1.00e+00 1.00e+00h  1
 643  2.6401900e-02 3.14e-04 2.15e-06  -7.0 2.04e-03  -3.0 1.00e+00 1.00e+00h  1
 644  2.6401889e-02 4.02e-04 2.15e-06  -7.0 2.31e-03  -3.0 1.00e+00 1.00e+00h  1
 645  2.6401877e-02 5.14e-04 2.16e-06  -7.0 2.60e-03  -3.1 1.00e+00 1.00e+00h  1
 646  2.6401864e-02 6.58e-04 2.17e-06  -7.0 2.94e-03  -3.1 1.00e+00 1.00e+00h  1
 647  2.6401864e-02 1.52e-06 2.17e-06  -7.0 1.38e-04  -1.8 1.00e+00 1.00e+00h  1
 648  2.6401862e-02 1.31e-05 2.17e-06  -7.0 4.14e-04  -2.3 1.00e+00 1.00e+00h  1
 649  2.6401861e-02 1.84e-06 2.17e-06  -7.0 1.55e-04  -1.9 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 650  2.6401859e-02 1.66e-05 2.17e-06  -7.0 4.66e-04  -2.3 1.00e+00 1.00e+00h  1
 651  2.6401841e-02 1.36e-03 2.18e-06  -7.0 4.22e-03  -3.3 1.00e+00 1.00e+00h  1
 652  2.6401820e-02 1.76e-03 2.20e-06  -7.0 4.77e-03  -3.3 1.00e+00 1.00e+00h  1
 653  2.6401819e-02 4.19e-06 2.20e-06  -7.0 2.24e-04  -2.0 1.00e+00 1.00e+00h  1
 654  2.6401817e-02 3.50e-05 2.20e-06  -7.0 6.72e-04  -2.5 1.00e+00 1.00e+00h  1
 655  2.6401815e-02 4.93e-06 2.20e-06  -7.0 2.52e-04  -2.1 1.00e+00 1.00e+00h  1
 656  2.6401812e-02 4.44e-05 2.20e-06  -7.0 7.57e-04  -2.5 1.00e+00 1.00e+00h  1
 657  2.6401811e-02 6.27e-06 2.20e-06  -7.0 2.84e-04  -2.1 1.00e+00 1.00e+00h  1
 658  2.6401800e-02 5.11e-04 2.21e-06  -7.0 2.56e-03  -3.1 1.00e+00 1.00e+00h  1
 659  2.6401788e-02 6.55e-04 2.22e-06  -7.0 2.90e-03  -3.1 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 660  2.6401775e-02 8.40e-04 2.23e-06  -7.0 3.27e-03  -3.2 1.00e+00 1.00e+00h  1
 661  2.6401774e-02 1.96e-06 2.23e-06  -7.0 1.53e-04  -1.8 1.00e+00 1.00e+00h  1
 662  2.6401772e-02 1.67e-05 2.23e-06  -7.0 4.61e-04  -2.3 1.00e+00 1.00e+00h  1
 663  2.6401766e-02 1.51e-04 2.24e-06  -7.0 1.38e-03  -2.8 1.00e+00 1.00e+00h  1
 664  2.6401717e-02 1.27e-02 2.28e-06  -7.0 1.27e-02  -3.7 1.00e+00 1.00e+00h  1
 665  2.6401661e-02 1.71e-02 2.32e-06  -7.0 1.46e-02  -3.8 1.00e+00 1.00e+00h  1
 666  2.6401660e-02 8.07e-07 2.29e-06  -7.0 8.40e-05  -1.6 1.00e+00 1.00e+00h  1
 667  2.6401660e-02 5.37e-06 2.32e-06  -7.0 2.56e-04  -2.0 1.00e+00 1.00e+00h  1
 668  2.6401657e-02 4.84e-05 2.33e-06  -7.0 7.69e-04  -2.5 1.00e+00 1.00e+00h  1
 669  2.6401655e-02 6.84e-06 2.33e-06  -7.0 2.88e-04  -2.1 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 670  2.6401652e-02 6.16e-05 2.33e-06  -7.0 8.66e-04  -2.6 1.00e+00 1.00e+00h  1
 671  2.6401651e-02 8.70e-06 2.33e-06  -7.0 3.25e-04  -2.1 1.00e+00 1.00e+00h  1
 672  2.6401647e-02 7.84e-05 2.33e-06  -7.0 9.76e-04  -2.6 1.00e+00 1.00e+00h  1
 673  2.6401646e-02 1.11e-05 2.34e-06  -7.0 3.66e-04  -2.2 1.00e+00 1.00e+00h  1
 674  2.6401645e-02 1.56e-06 2.34e-06  -7.0 1.37e-04  -1.8 1.00e+00 1.00e+00h  1
 675  2.6401644e-02 1.40e-05 2.34e-06  -7.0 4.12e-04  -2.2 1.00e+00 1.00e+00h  1
 676  2.6401630e-02 1.15e-03 2.35e-06  -7.0 3.73e-03  -3.2 1.00e+00 1.00e+00h  1
 677  2.6401629e-02 2.70e-06 2.35e-06  -7.0 1.75e-04  -1.9 1.00e+00 1.00e+00h  1
 678  2.6401627e-02 2.29e-05 2.35e-06  -7.0 5.25e-04  -2.3 1.00e+00 1.00e+00h  1
 679  2.6401609e-02 1.88e-03 2.37e-06  -7.0 4.76e-03  -3.3 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 680  2.6401608e-02 4.51e-06 2.37e-06  -7.0 2.23e-04  -2.0 1.00e+00 1.00e+00h  1
 681  2.6401601e-02 3.39e-04 2.38e-06  -7.0 2.01e-03  -2.9 1.00e+00 1.00e+00h  1
 682  2.6401598e-02 4.82e-05 2.38e-06  -7.0 7.56e-04  -2.5 1.00e+00 1.00e+00h  1
 683  2.6401597e-02 6.77e-06 2.38e-06  -7.0 2.84e-04  -2.1 1.00e+00 1.00e+00h  1
 684  2.6401594e-02 6.10e-05 2.38e-06  -7.0 8.52e-04  -2.6 1.00e+00 1.00e+00h  1
 685  2.6401593e-02 8.61e-06 2.38e-06  -7.0 3.20e-04  -2.1 1.00e+00 1.00e+00h  1
 686  2.6401589e-02 7.76e-05 2.39e-06  -7.0 9.60e-04  -2.6 1.00e+00 1.00e+00h  1
 687  2.6401585e-02 9.87e-05 2.39e-06  -7.0 1.08e-03  -2.7 1.00e+00 1.00e+00h  1
 688  2.6401584e-02 1.39e-05 2.39e-06  -7.0 4.06e-04  -2.2 1.00e+00 1.00e+00h  1
 689  2.6401583e-02 1.96e-06 2.39e-06  -7.0 1.52e-04  -1.8 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 690  2.6401581e-02 1.76e-05 2.39e-06  -7.0 4.57e-04  -2.3 1.00e+00 1.00e+00h  1
 691  2.6401566e-02 1.45e-03 2.41e-06  -7.0 4.14e-03  -3.2 1.00e+00 1.00e+00h  1
 692  2.6401565e-02 3.44e-06 2.41e-06  -7.0 1.94e-04  -1.9 1.00e+00 1.00e+00h  1
 693  2.6401563e-02 2.89e-05 2.41e-06  -7.0 5.83e-04  -2.4 1.00e+00 1.00e+00h  1
 694  2.6401562e-02 4.07e-06 2.41e-06  -7.0 2.19e-04  -2.0 1.00e+00 1.00e+00h  1
 695  2.6401560e-02 3.67e-05 2.41e-06  -7.0 6.56e-04  -2.4 1.00e+00 1.00e+00h  1
 696  2.6401559e-02 5.17e-06 2.41e-06  -7.0 2.46e-04  -2.0 1.00e+00 1.00e+00h  1
 697  2.6401556e-02 4.66e-05 2.42e-06  -7.0 7.39e-04  -2.5 1.00e+00 1.00e+00h  1
 698  2.6401555e-02 6.58e-06 2.42e-06  -7.0 2.77e-04  -2.1 1.00e+00 1.00e+00h  1
 699  2.6401546e-02 5.36e-04 2.43e-06  -7.0 2.50e-03  -3.0 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 700  2.6401543e-02 7.63e-05 2.43e-06  -7.0 9.41e-04  -2.6 1.00e+00 1.00e+00h  1
 701  2.6401542e-02 1.07e-05 2.43e-06  -7.0 3.53e-04  -2.2 1.00e+00 1.00e+00h  1
 702  2.6401530e-02 8.74e-04 2.44e-06  -7.0 3.19e-03  -3.1 1.00e+00 1.00e+00h  1
 703  2.6401529e-02 2.04e-06 2.44e-06  -7.0 1.50e-04  -1.8 1.00e+00 1.00e+00h  1
 704  2.6401528e-02 1.74e-05 2.44e-06  -7.0 4.49e-04  -2.3 1.00e+00 1.00e+00h  1
 705  2.6401527e-02 2.45e-06 2.44e-06  -7.0 1.68e-04  -1.8 1.00e+00 1.00e+00h  1
 706  2.6401525e-02 2.21e-05 2.45e-06  -7.0 5.06e-04  -2.3 1.00e+00 1.00e+00h  1
 707  2.6401520e-02 2.00e-04 2.45e-06  -7.0 1.52e-03  -2.8 1.00e+00 1.00e+00h  1
 708  2.6401518e-02 2.83e-05 2.45e-06  -7.0 5.71e-04  -2.4 1.00e+00 1.00e+00h  1
 709  2.6401517e-02 3.98e-06 2.45e-06  -7.0 2.14e-04  -1.9 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 710  2.6401515e-02 3.58e-05 2.46e-06  -7.0 6.43e-04  -2.4 1.00e+00 1.00e+00h  1
 711  2.6401514e-02 5.06e-06 2.46e-06  -7.0 2.41e-04  -2.0 1.00e+00 1.00e+00h  1
 712  2.6401513e-02 7.11e-07 2.46e-06  -7.0 9.04e-05  -1.6 1.00e+00 1.00e+00h  1
 713  2.6401512e-02 6.40e-06 2.46e-06  -7.0 2.71e-04  -2.0 1.00e+00 1.00e+00h  1
 714  2.6401510e-02 5.77e-05 2.46e-06  -7.0 8.15e-04  -2.5 1.00e+00 1.00e+00h  1
 715  2.6401508e-02 8.15e-06 2.46e-06  -7.0 3.06e-04  -2.1 1.00e+00 1.00e+00h  1
 716  2.6401505e-02 7.35e-05 2.47e-06  -7.0 9.19e-04  -2.6 1.00e+00 1.00e+00h  1
 717  2.6401504e-02 1.04e-05 2.47e-06  -7.0 3.45e-04  -2.1 1.00e+00 1.00e+00h  1
 718  2.6401500e-02 9.35e-05 2.47e-06  -7.0 1.04e-03  -2.6 1.00e+00 1.00e+00h  1
 719  2.6401499e-02 1.32e-05 2.47e-06  -7.0 3.89e-04  -2.2 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 720  2.6401498e-02 1.86e-06 2.47e-06  -7.0 1.46e-04  -1.8 1.00e+00 1.00e+00h  1
 721  2.6401493e-02 1.51e-04 2.48e-06  -7.0 1.31e-03  -2.7 1.00e+00 1.00e+00h  1
 722  2.6401452e-02 1.27e-02 2.52e-06  -7.0 1.20e-02  -3.7 1.00e+00 1.00e+00h  1
 723  2.6401449e-02 3.42e-05 2.52e-06  -7.0 5.63e-04  -2.3 1.00e+00 1.00e+00h  1
 724  2.6401449e-02 4.01e-06 2.52e-06  -7.0 2.12e-04  -1.9 1.00e+00 1.00e+00h  1
 725  2.6401442e-02 3.26e-04 2.53e-06  -7.0 1.91e-03  -2.9 1.00e+00 1.00e+00h  1
 726  2.6401441e-02 7.45e-07 2.53e-06  -7.0 8.96e-05  -1.5 1.00e+00 1.00e+00h  1
 727  2.6401441e-02 6.48e-06 2.53e-06  -7.0 2.69e-04  -2.0 1.00e+00 1.00e+00h  1
 728  2.6401438e-02 5.85e-05 2.54e-06  -7.0 8.08e-04  -2.5 1.00e+00 1.00e+00h  1
 729  2.6401412e-02 4.84e-03 2.56e-06  -7.0 7.35e-03  -3.5 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 730  2.6401410e-02 1.22e-05 2.56e-06  -7.0 3.44e-04  -2.1 1.00e+00 1.00e+00h  1
 731  2.6401399e-02 8.82e-04 2.58e-06  -7.0 3.12e-03  -3.1 1.00e+00 1.00e+00h  1
 732  2.6401387e-02 1.14e-03 2.59e-06  -7.0 3.52e-03  -3.1 1.00e+00 1.00e+00h  1
 733  2.6401373e-02 1.46e-03 2.60e-06  -7.0 3.99e-03  -3.2 1.00e+00 1.00e+00h  1
 734  2.6401372e-02 3.47e-06 2.60e-06  -7.0 1.87e-04  -1.9 1.00e+00 1.00e+00h  1
 735  2.6401370e-02 2.91e-05 2.61e-06  -7.0 5.61e-04  -2.3 1.00e+00 1.00e+00h  1
 736  2.6401369e-02 4.11e-06 2.61e-06  -7.0 2.11e-04  -1.9 1.00e+00 1.00e+00h  1
 737  2.6401367e-02 3.70e-05 2.61e-06  -7.0 6.32e-04  -2.4 1.00e+00 1.00e+00h  1
 738  2.6401366e-02 5.22e-06 2.61e-06  -7.0 2.37e-04  -2.0 1.00e+00 1.00e+00h  1
 739  2.6401364e-02 4.70e-05 2.61e-06  -7.0 7.13e-04  -2.4 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 740  2.6401363e-02 6.64e-06 2.62e-06  -7.0 2.67e-04  -2.0 1.00e+00 1.00e+00h  1
 741  2.6401360e-02 5.98e-05 2.62e-06  -7.0 8.03e-04  -2.5 1.00e+00 1.00e+00h  1
 742  2.6401359e-02 8.44e-06 2.62e-06  -7.0 3.01e-04  -2.1 1.00e+00 1.00e+00h  1
 743  2.6401356e-02 7.61e-05 2.62e-06  -7.0 9.05e-04  -2.5 1.00e+00 1.00e+00h  1
 744  2.6401352e-02 9.68e-05 2.63e-06  -7.0 1.02e-03  -2.6 1.00e+00 1.00e+00h  1
 745  2.6401351e-02 1.37e-05 2.63e-06  -7.0 3.83e-04  -2.2 1.00e+00 1.00e+00h  1
 746  2.6401347e-02 1.23e-04 2.63e-06  -7.0 1.15e-03  -2.6 1.00e+00 1.00e+00h  1
 747  2.6401345e-02 1.74e-05 2.63e-06  -7.0 4.31e-04  -2.2 1.00e+00 1.00e+00h  1
 748  2.6401331e-02 1.43e-03 2.65e-06  -7.0 3.91e-03  -3.2 1.00e+00 1.00e+00h  1
 749  2.6401316e-02 1.84e-03 2.67e-06  -7.0 4.42e-03  -3.2 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 750  2.6401315e-02 4.41e-06 2.67e-06  -7.0 2.07e-04  -1.9 1.00e+00 1.00e+00h  1
 751  2.6401313e-02 3.67e-05 2.67e-06  -7.0 6.23e-04  -2.4 1.00e+00 1.00e+00h  1
 752  2.6401312e-02 5.18e-06 2.67e-06  -7.0 2.34e-04  -1.9 1.00e+00 1.00e+00h  1
 753  2.6401312e-02 7.29e-07 2.67e-06  -7.0 8.76e-05  -1.5 1.00e+00 1.00e+00h  1
 754  2.6401311e-02 6.56e-06 2.67e-06  -7.0 2.63e-04  -2.0 1.00e+00 1.00e+00h  1
 755  2.6401308e-02 5.92e-05 2.68e-06  -7.0 7.90e-04  -2.5 1.00e+00 1.00e+00h  1
 756  2.6401307e-02 8.36e-06 2.68e-06  -7.0 2.96e-04  -2.0 1.00e+00 1.00e+00h  1
 757  2.6401304e-02 7.53e-05 2.68e-06  -7.0 8.90e-04  -2.5 1.00e+00 1.00e+00h  1
 758  2.6401271e-02 6.25e-03 7.20e-06  -7.0 8.11e-03  -3.5 1.00e+00 1.00e+00h  1
 759  2.6401270e-02 1.60e-05 2.71e-06  -7.0 3.80e-04  -2.1 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 760  2.6401266e-02 1.26e-04 2.72e-06  -7.0 1.14e-03  -2.6 1.00e+00 1.00e+00h  1
 761  2.6401264e-02 1.79e-05 2.72e-06  -7.0 4.29e-04  -2.2 1.00e+00 1.00e+00h  1
 762  2.6401264e-02 2.51e-06 2.72e-06  -7.0 1.61e-04  -1.8 1.00e+00 1.00e+00h  1
 763  2.6401262e-02 2.26e-05 2.73e-06  -7.0 4.83e-04  -2.2 1.00e+00 1.00e+00h  1
 764  2.6401261e-02 3.19e-06 2.73e-06  -7.0 1.81e-04  -1.8 1.00e+00 1.00e+00h  1
 765  2.6401259e-02 2.87e-05 2.73e-06  -7.0 5.44e-04  -2.3 1.00e+00 1.00e+00h  1
 766  2.6401258e-02 4.05e-06 2.73e-06  -7.0 2.04e-04  -1.9 1.00e+00 1.00e+00h  1
 767  2.6401256e-02 3.65e-05 2.73e-06  -7.0 6.13e-04  -2.4 1.00e+00 1.00e+00h  1
 768  2.6401236e-02 3.00e-03 2.76e-06  -7.0 5.56e-03  -3.3 1.00e+00 1.00e+00h  1
 769  2.6401235e-02 7.36e-06 2.75e-06  -7.0 2.60e-04  -2.0 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 770  2.6401232e-02 6.02e-05 2.76e-06  -7.0 7.83e-04  -2.5 1.00e+00 1.00e+00h  1
 771  2.6401207e-02 4.99e-03 2.79e-06  -7.0 7.13e-03  -3.4 1.00e+00 1.00e+00h  1
 772  2.6401205e-02 1.26e-05 2.79e-06  -7.0 3.34e-04  -2.1 1.00e+00 1.00e+00h  1
 773  2.6401202e-02 1.00e-04 2.80e-06  -7.0 1.00e-03  -2.6 1.00e+00 1.00e+00h  1
 774  2.6401200e-02 1.42e-05 2.80e-06  -7.0 3.77e-04  -2.1 1.00e+00 1.00e+00h  1
 775  2.6401188e-02 1.16e-03 2.81e-06  -7.0 3.41e-03  -3.1 1.00e+00 1.00e+00h  1
 776  2.6401174e-02 1.50e-03 2.83e-06  -7.0 3.86e-03  -3.1 1.00e+00 1.00e+00h  1
 777  2.6401174e-02 3.55e-06 2.83e-06  -7.0 1.81e-04  -1.8 1.00e+00 1.00e+00h  1
 778  2.6401172e-02 2.98e-05 2.83e-06  -7.0 5.43e-04  -2.3 1.00e+00 1.00e+00h  1
 779  2.6401171e-02 4.20e-06 2.83e-06  -7.0 2.04e-04  -1.9 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 780  2.6401169e-02 3.78e-05 2.84e-06  -7.0 6.12e-04  -2.3 1.00e+00 1.00e+00h  1
 781  2.6401168e-02 5.34e-06 2.84e-06  -7.0 2.30e-04  -1.9 1.00e+00 1.00e+00h  1
 782  2.6401165e-02 4.81e-05 2.84e-06  -7.0 6.89e-04  -2.4 1.00e+00 1.00e+00h  1
 783  2.6401165e-02 6.78e-06 2.84e-06  -7.0 2.59e-04  -2.0 1.00e+00 1.00e+00h  1
 784  2.6401162e-02 6.11e-05 2.84e-06  -7.0 7.77e-04  -2.4 1.00e+00 1.00e+00h  1
 785  2.6401137e-02 5.07e-03 2.88e-06  -7.0 7.07e-03  -3.4 1.00e+00 1.00e+00h  1
 786  2.6401100e-02 6.67e-03 1.81e-05  -7.0 8.05e-03  -3.4 1.00e+00 1.00e+00h  1
 787  2.6401100e-02 1.71e-05 2.91e-06  -7.0 3.77e-04  -2.1 1.00e+00 1.00e+00h  1
 788  2.6401095e-02 1.34e-04 2.92e-06  -7.0 1.14e-03  -2.6 1.00e+00 1.00e+00h  1
 789  2.6401093e-02 1.90e-05 2.92e-06  -7.0 4.26e-04  -2.2 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 790  2.6401078e-02 1.55e-03 2.94e-06  -7.0 3.86e-03  -3.1 1.00e+00 1.00e+00h  1
 791  2.6401061e-02 2.01e-03 2.96e-06  -7.0 4.37e-03  -3.2 1.00e+00 1.00e+00h  1
 792  2.6401043e-02 2.61e-03 2.98e-06  -7.0 4.96e-03  -3.2 1.00e+00 1.00e+00h  1
 793  2.6401042e-02 6.32e-06 2.98e-06  -7.0 2.32e-04  -1.9 1.00e+00 1.00e+00h  1
 794  2.6401039e-02 5.20e-05 2.99e-06  -7.0 6.98e-04  -2.4 1.00e+00 1.00e+00h  1
 795  2.6401016e-02 4.30e-03 3.02e-06  -7.0 6.35e-03  -3.3 1.00e+00 1.00e+00h  1
 796  2.6401014e-02 1.07e-05 3.01e-06  -7.0 2.97e-04  -2.0 1.00e+00 1.00e+00h  1
 797  2.6401011e-02 8.64e-05 3.02e-06  -7.0 8.94e-04  -2.5 1.00e+00 1.00e+00h  1
 798  2.6401010e-02 1.22e-05 3.03e-06  -7.0 3.35e-04  -2.0 1.00e+00 1.00e+00h  1
 799  2.6400999e-02 9.97e-04 3.04e-06  -7.0 3.03e-03  -3.0 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 800  2.6400994e-02 1.43e-04 3.05e-06  -7.0 1.14e-03  -2.6 1.00e+00 1.00e+00h  1
 801  2.6400993e-02 2.00e-05 3.05e-06  -7.0 4.28e-04  -2.1 1.00e+00 1.00e+00h  1
 802  2.6400979e-02 1.64e-03 3.07e-06  -7.0 3.87e-03  -3.1 1.00e+00 1.00e+00h  1
 803  2.6400962e-02 2.12e-03 3.09e-06  -7.0 4.39e-03  -3.2 1.00e+00 1.00e+00h  1
 804  2.6400944e-02 2.75e-03 3.11e-06  -7.0 4.98e-03  -3.2 1.00e+00 1.00e+00h  1
 805  2.6400943e-02 6.69e-06 3.11e-06  -7.0 2.33e-04  -1.9 1.00e+00 1.00e+00h  1
 806  2.6400943e-02 8.58e-07 3.12e-06  -7.0 8.75e-05  -1.4 1.00e+00 1.00e+00h  1
 807  2.6400942e-02 7.72e-06 3.12e-06  -7.0 2.63e-04  -1.9 1.00e+00 1.00e+00h  1
 808  2.6400933e-02 6.30e-04 3.13e-06  -7.0 2.37e-03  -2.9 1.00e+00 1.00e+00h  1
 809  2.6400929e-02 8.98e-05 3.13e-06  -7.0 8.91e-04  -2.5 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 810  2.6400899e-02 7.44e-03 3.18e-06  -7.0 8.13e-03  -3.4 1.00e+00 1.00e+00h  1
 811  2.6400898e-02 1.92e-05 3.17e-06  -7.0 3.80e-04  -2.1 1.00e+00 1.00e+00h  1
 812  2.6400885e-02 1.36e-03 3.20e-06  -7.0 3.45e-03  -3.0 1.00e+00 1.00e+00h  1
 813  2.6400870e-02 1.76e-03 3.22e-06  -7.0 3.91e-03  -3.1 1.00e+00 1.00e+00h  1
 814  2.6400853e-02 2.28e-03 3.24e-06  -7.0 4.43e-03  -3.1 1.00e+00 1.00e+00h  1
 815  2.6400852e-02 5.48e-06 3.24e-06  -7.0 2.07e-04  -1.8 1.00e+00 1.00e+00h  1
 816  2.6400850e-02 4.54e-05 3.24e-06  -7.0 6.24e-04  -2.3 1.00e+00 1.00e+00h  1
 817  2.6400828e-02 3.75e-03 3.28e-06  -7.0 5.67e-03  -3.2 1.00e+00 1.00e+00h  1
